user_id,anime_id,rating
310,226,-1
311,226,9
312,226,4
315,226,9
317,226,8
320,226,8
322,226,9
326,226,8
336,226,-1
340,226,9
341,226,9
342,226,7
343,226,8
344,226,9
346,226,9
348,226,9
349,226,9
351,226,-1
352,226,8
354,226,7
359,226,6
360,226,10
363,226,8
364,226,7
365,226,9
369,226,10
372,226,-1
375,226,-1
377,226,9
379,226,6
380,226,7
384,226,8
385,226,10
390,226,7
394,226,-1
395,226,7
400,226,6
403,226,7
405,226,7
406,226,10
407,226,-1
411,226,10
412,226,4
413,226,9
418,226,10
419,226,10
423,226,9
427,226,6
431,226,-1
435,226,8
440,226,7
441,226,10
443,226,-1
445,226,7
446,226,7
449,226,7
452,226,-1
453,226,9
456,226,9
458,226,9
460,226,7
461,226,7
462,226,10
465,226,8
468,226,9
469,226,9
471,226,6
475,226,6
476,226,-1
477,226,-1
478,226,9
481,226,9
482,226,7
487,226,8
492,226,6
497,226,10
501,226,8
504,226,-1
507,226,9
510,226,10
511,226,10
514,226,9
518,226,7
526,226,7
528,226,4
1,241,-1
5,241,1
54,241,-1
96,241,9
105,241,7
210,241,5
226,241,6
248,241,8
256,241,8
271,241,8
288,241,6
289,241,-1
290,241,4
321,241,7
326,241,7
340,241,5
387,241,7
398,241,-1
431,241,-1
495,241,6
497,241,6
500,241,7
511,241,5
1,355,-1
8,355,9
38,355,8
53,355,7
54,355,-1
73,355,8
75,355,7
95,355,8
98,355,9
102,355,8
104,355,8
108,355,6
130,355,7
140,355,7
160,355,9
166,355,7
183,355,6
187,355,7
191,355,8
198,355,-1
202,355,7
210,355,8
226,355,8
232,355,-1
244,355,8
248,355,9
256,355,8
261,355,8
270,355,-1
273,355,5
280,355,6
282,355,9
285,355,-1
288,355,8
289,355,-1
294,355,7
301,355,8
317,355,10
320,355,8
321,355,7
326,355,10
338,355,-1
352,355,8
353,355,-1
358,355,9
359,355,10
372,355,-1
373,355,-1
393,355,7
400,355,7
431,355,-1
446,355,7
460,355,7
478,355,9
484,355,-1
492,355,6
500,355,7
504,355,-1
507,355,8
511,355,9
514,355,10
518,355,8
519,355,7
529,355,7
1,356,-1
21,356,8
27,356,8
31,356,7
38,356,6
40,356,10
46,356,4
50,356,5
54,356,-1
66,356,-1
73,356,8
75,356,8
85,356,8
99,356,5
102,356,8
104,356,6
125,356,7
129,356,9
133,356,-1
139,356,7
148,356,6
153,356,9
155,356,8
158,356,9
163,356,8
166,356,8
169,356,8
177,356,9
183,356,6
185,356,8
189,356,7
198,356,-1
202,356,7
226,356,8
232,356,-1
233,356,10
236,356,9
247,356,8
248,356,9
249,356,7
250,356,7
270,356,-1
271,356,9
273,356,6
279,356,8
280,356,6
285,356,-1
288,356,9
289,356,-1
294,356,9
295,356,10
301,356,2
303,356,9
317,356,8
319,356,9
320,356,8
322,356,9
326,356,8
339,356,7
341,356,7
342,356,-1
343,356,7
352,356,8
361,356,8
367,356,9
368,356,-1
372,356,-1
382,356,5
392,356,7
398,356,-1
400,356,6
407,356,-1
416,356,9
420,356,5
426,356,-1
439,356,9
444,356,6
446,356,8
459,356,8
460,356,8
469,356,7
475,356,7
477,356,-1
481,356,8
492,356,6
500,356,6
513,356,8
517,356,6
1,442,-1
5,442,4
54,442,-1
99,442,2
128,442,7
129,442,8
171,442,10
188,442,-1
190,442,5
201,442,10
214,442,9
226,442,6
232,442,-1
235,442,7
248,442,7
249,442,6
252,442,6
285,442,-1
293,442,7
297,442,8
298,442,5
339,442,-1
342,442,8
375,442,-1
407,442,-1
426,442,8
427,442,-1
451,442,9
460,442,7
469,442,9
478,442,9
497,442,5
504,442,-1
511,442,6
1,487,-1
5,487,1
54,487,-1
96,487,8
105,487,7
226,487,6
248,487,9
271,487,8
288,487,7
289,487,-1
321,487,7
326,487,7
340,487,4
387,487,7
398,487,-1
495,487,6
497,487,7
500,487,7
511,487,5
1,846,-1
5,846,1
55,846,9
102,846,8
105,846,9
120,846,7
160,846,9
183,846,7
248,846,8
270,846,-1
285,846,-1
294,846,8
296,846,9
320,846,9
400,846,8
419,846,10
438,846,7
451,846,10
455,846,9
463,846,8
475,846,6
508,846,10
1,936,-1
5,936,5
129,936,9
171,936,10
188,936,-1
190,936,4
201,936,10
214,936,7
226,936,6
232,936,-1
235,936,7
248,936,7
249,936,6
252,936,6
285,936,-1
297,936,8
298,936,5
339,936,-1
342,936,9
375,936,-1
427,936,-1
460,936,7
469,936,7
478,936,8
511,936,7
1,1546,-1
122,1546,8
167,1546,6
226,1546,6
436,1546,8
450,1546,8
1,1692,-1
1,1836,-1
54,1836,-1
160,1836,7
248,1836,4
261,1836,6
342,1836,-1
407,1836,-1
431,1836,-1
1,2001,-1
13,2001,-1
17,2001,10
34,2001,-1
38,2001,10
39,2001,10
43,2001,10
44,2001,10
48,2001,9
49,2001,-1
50,2001,8
51,2001,9
54,2001,-1
62,2001,10
71,2001,10
81,2001,8
87,2001,10
97,2001,9
99,2001,8
102,2001,8
105,2001,10
106,2001,10
120,2001,9
122,2001,9
125,2001,8
126,2001,9
127,2001,7
139,2001,9
144,2001,10
145,2001,-1
148,2001,8
152,2001,8
155,2001,7
160,2001,9
166,2001,9
168,2001,9
173,2001,7
183,2001,8
191,2001,10
216,2001,10
226,2001,6
233,2001,10
234,2001,8
242,2001,8
248,2001,8
251,2001,10
253,2001,9
259,2001,-1
270,2001,-1
274,2001,-1
281,2001,-1
285,2001,-1
288,2001,8
293,2001,9
294,2001,9
296,2001,9
306,2001,9
312,2001,10
315,2001,6
316,2001,9
320,2001,10
326,2001,10
328,2001,-1
331,2001,9
336,2001,9
338,2001,-1
341,2001,9
348,2001,6
350,2001,10
352,2001,10
361,2001,10
367,2001,8
371,2001,10
373,2001,10
380,2001,10
381,2001,-1
387,2001,10
392,2001,8
394,2001,10
398,2001,-1
400,2001,10
407,2001,-1
415,2001,9
421,2001,10
431,2001,-1
441,2001,10
444,2001,10
445,2001,10
446,2001,10
460,2001,7
461,2001,7
470,2001,-1
475,2001,7
477,2001,-1
492,2001,8
494,2001,10
496,2001,10
497,2001,7
507,2001,5
511,2001,10
519,2001,9
1,2025,-1
4,2025,-1
12,2025,9
38,2025,9
41,2025,8
43,2025,10
51,2025,9
54,2025,-1
64,2025,8
68,2025,8
69,2025,9
79,2025,9
81,2025,9
95,2025,9
102,2025,8
108,2025,8
109,2025,10
127,2025,7
129,2025,9
132,2025,9
133,2025,-1
139,2025,9
150,2025,8
152,2025,6
158,2025,9
160,2025,8
166,2025,9
177,2025,10
183,2025,7
185,2025,8
190,2025,9
191,2025,10
198,2025,-1
200,2025,10
202,2025,9
215,2025,9
226,2025,6
228,2025,7
241,2025,9
242,2025,8
244,2025,8
248,2025,9
256,2025,8
258,2025,8
261,2025,8
269,2025,9
270,2025,-1
279,2025,8
285,2025,-1
286,2025,9
288,2025,8
294,2025,9
296,2025,7
300,2025,7
306,2025,9
312,2025,10
315,2025,7
317,2025,9
322,2025,10
325,2025,8
342,2025,-1
349,2025,7
350,2025,8
352,2025,8
353,2025,9
364,2025,8
365,2025,9
366,2025,-1
372,2025,-1
387,2025,9
392,2025,8
394,2025,-1
395,2025,8
400,2025,7
407,2025,-1
416,2025,8
431,2025,-1
439,2025,9
440,2025,7
444,2025,7
446,2025,9
449,2025,8
455,2025,7
459,2025,8
460,2025,7
466,2025,9
469,2025,9
477,2025,-1
478,2025,9
481,2025,9
487,2025,10
489,2025,9
492,2025,10
501,2025,9
505,2025,8
511,2025,8
529,2025,9
1,2144,-1
5,2144,1
129,2144,9
171,2144,10
188,2144,-1
190,2144,4
214,2144,8
226,2144,6
235,2144,7
248,2144,7
249,2144,6
252,2144,6
285,2144,-1
297,2144,8
339,2144,-1
342,2144,9
375,2144,-1
427,2144,-1
451,2144,9
460,2144,5
469,2144,8
478,2144,9
504,2144,-1
511,2144,6
1,2787,-1
38,2787,8
53,2787,7
54,2787,-1
73,2787,6
95,2787,8
102,2787,8
104,2787,7
130,2787,7
160,2787,8
166,2787,8
187,2787,7
191,2787,8
198,2787,-1
202,2787,7
210,2787,8
226,2787,8
248,2787,9
256,2787,10
270,2787,-1
280,2787,6
282,2787,9
285,2787,-1
288,2787,8
289,2787,-1
294,2787,8
301,2787,7
317,2787,7
321,2787,6
338,2787,-1
352,2787,7
359,2787,10
373,2787,-1
393,2787,8
400,2787,7
446,2787,6
460,2787,7
478,2787,8
492,2787,6
504,2787,-1
507,2787,9
511,2787,8
514,2787,10
529,2787,7
1,2993,-1
4,2993,-1
5,2993,2
7,2993,7
14,2993,6
18,2993,10
22,2993,-1
23,2993,10
24,2993,-1
26,2993,-1
27,2993,8
29,2993,7
38,2993,5
43,2993,6
51,2993,7
54,2993,-1
69,2993,7
90,2993,-1
92,2993,9
102,2993,6
107,2993,8
109,2993,7
120,2993,7
122,2993,9
133,2993,-1
154,2993,7
155,2993,5
158,2993,7
160,2993,6
163,2993,7
168,2993,9
177,2993,7
182,2993,-1
189,2993,8
190,2993,6
192,2993,-1
198,2993,-1
199,2993,8
226,2993,9
232,2993,-1
233,2993,10
243,2993,6
244,2993,9
248,2993,10
256,2993,9
261,2993,8
268,2993,8
270,2993,-1
273,2993,6
279,2993,8
282,2993,9
285,2993,-1
286,2993,7
288,2993,7
289,2993,-1
294,2993,8
300,2993,9
312,2993,4
315,2993,7
320,2993,8
321,2993,8
342,2993,6
346,2993,7
352,2993,7
359,2993,9
361,2993,8
372,2993,-1
379,2993,9
381,2993,-1
385,2993,7
387,2993,7
392,2993,7
407,2993,-1
416,2993,7
421,2993,7
423,2993,9
431,2993,-1
440,2993,7
443,2993,-1
446,2993,7
460,2993,8
461,2993,7
467,2993,-1
482,2993,7
492,2993,10
495,2993,9
497,2993,7
500,2993,6
507,2993,6
508,2993,10
511,2993,10
524,2993,-1
1,3455,-1
5,3455,2
7,3455,7
17,3455,7
27,3455,8
29,3455,2
37,3455,7
38,3455,3
40,3455,-1
54,3455,-1
80,3455,7
108,3455,8
122,3455,10
130,3455,8
135,3455,8
146,3455,10
153,3455,-1
163,3455,7
189,3455,9
198,3455,-1
205,3455,4
210,3455,9
226,3455,9
232,3455,-1
244,3455,8
245,3455,9
248,3455,9
252,3455,8
256,3455,10
261,3455,6
271,3455,10
288,3455,8
289,3455,-1
294,3455,8
300,3455,7
305,3455,8
321,3455,10
326,3455,10
338,3455,-1
342,3455,10
359,3455,8
369,3455,9
372,3455,-1
379,3455,10
387,3455,6
407,3455,-1
416,3455,8
421,3455,10
431,3455,-1
433,3455,8
436,3455,-1
438,3455,7
443,3455,-1
444,3455,8
446,3455,9
450,3455,9
477,3455,-1
492,3455,5
497,3455,8
500,3455,6
505,3455,7
507,3455,7
511,3455,1
519,3455,7
524,3455,-1
528,3455,-1
529,3455,7
1,4063,-1
4,4063,-1
5,4063,2
38,4063,6
41,4063,10
43,4063,9
46,4063,6
54,4063,-1
90,4063,-1
105,4063,7
108,4063,5
109,4063,7
122,4063,9
129,4063,8
130,4063,9
158,4063,7
184,4063,7
189,4063,8
210,4063,9
214,4063,8
226,4063,7
232,4063,-1
236,4063,8
248,4063,9
250,4063,7
256,4063,9
261,4063,8
270,4063,-1
279,4063,6
282,4063,10
288,4063,6
294,4063,8
300,4063,7
315,4063,9
317,4063,9
321,4063,7
326,4063,10
342,4063,7
343,4063,9
359,4063,9
372,4063,-1
373,4063,8
379,4063,9
381,4063,-1
393,4063,8
407,4063,-1
410,4063,8
416,4063,7
421,4063,7
427,4063,6
431,4063,-1
446,4063,9
453,4063,10
460,4063,7
476,4063,-1
482,4063,7
488,4063,5
492,4063,4
497,4063,8
508,4063,10
514,4063,9
518,4063,8
1,4214,-1
4,4214,-1
5,4214,2
7,4214,7
14,4214,6
18,4214,10
23,4214,9
27,4214,8
29,4214,4
38,4214,4
51,4214,7
54,4214,-1
90,4214,-1
102,4214,6
107,4214,8
109,4214,7
122,4214,9
133,4214,-1
158,4214,7
160,4214,6
177,4214,8
182,4214,-1
189,4214,8
190,4214,6
198,4214,-1
226,4214,9
232,4214,-1
233,4214,10
244,4214,9
248,4214,10
256,4214,9
261,4214,8
268,4214,8
270,4214,-1
273,4214,6
279,4214,8
282,4214,9
285,4214,-1
288,4214,7
289,4214,-1
294,4214,8
300,4214,10
315,4214,8
321,4214,8
342,4214,7
346,4214,6
352,4214,7
359,4214,9
372,4214,-1
379,4214,9
381,4214,-1
385,4214,7
392,4214,7
407,4214,-1
416,4214,7
421,4214,7
423,4214,9
431,4214,-1
440,4214,7
443,4214,-1
446,4214,7
460,4214,7
461,4214,5
467,4214,-1
492,4214,9
495,4214,9
497,4214,8
507,4214,7
508,4214,10
511,4214,9
524,4214,-1
1,4224,-1
5,4224,3
17,4224,7
21,4224,8
27,4224,9
28,4224,10
34,4224,-1
39,4224,-1
41,4224,10
46,4224,8
48,4224,9
51,4224,9
53,4224,9
54,4224,-1
57,4224,9
61,4224,10
64,4224,9
66,4224,-1
71,4224,10
73,4224,10
77,4224,7
78,4224,10
81,4224,8
87,4224,8
95,4224,10
98,4224,9
99,4224,8
102,4224,8
107,4224,8
118,4224,7
120,4224,9
128,4224,8
129,4224,10
130,4224,9
132,4224,8
135,4224,8
144,4224,8
147,4224,8
148,4224,8
152,4224,9
155,4224,9
160,4224,9
163,4224,8
170,4224,10
171,4224,10
172,4224,-1
173,4224,8
175,4224,8
177,4224,9
181,4224,8
183,4224,7
184,4224,9
186,4224,10
187,4224,7
189,4224,9
191,4224,8
198,4224,-1
202,4224,8
207,4224,-1
210,4224,9
211,4224,6
216,4224,9
219,4224,8
226,4224,6
228,4224,10
235,4224,8
244,4224,10
245,4224,7
248,4224,9
249,4224,8
250,4224,9
253,4224,8
255,4224,7
256,4224,8
258,4224,8
261,4224,8
271,4224,10
273,4224,8
278,4224,9
280,4224,8
282,4224,10
285,4224,-1
290,4224,6
293,4224,8
294,4224,9
295,4224,10
296,4224,7
301,4224,7
314,4224,9
316,4224,8
317,4224,9
320,4224,10
321,4224,8
322,4224,7
336,4224,10
337,4224,-1
341,4224,9
342,4224,-1
348,4224,7
349,4224,7
350,4224,9
352,4224,7
354,4224,10
357,4224,7
359,4224,10
364,4224,8
365,4224,9
368,4224,7
370,4224,6
372,4224,-1
373,4224,8
379,4224,7
387,4224,8
392,4224,5
393,4224,9
394,4224,-1
398,4224,-1
400,4224,8
401,4224,8
405,4224,8
407,4224,-1
409,4224,8
413,4224,10
415,4224,8
416,4224,7
418,4224,9
421,4224,7
423,4224,10
428,4224,8
430,4224,10
433,4224,7
435,4224,9
436,4224,-1
438,4224,9
443,4224,-1
444,4224,9
446,4224,9
447,4224,5
454,4224,-1
455,4224,8
459,4224,8
460,4224,7
461,4224,7
463,4224,8
468,4224,7
477,4224,-1
478,4224,10
487,4224,8
488,4224,8
492,4224,8
494,4224,8
500,4224,9
504,4224,-1
507,4224,10
511,4224,10
514,4224,10
517,4224,10
518,4224,8
519,4224,9
524,4224,-1
525,4224,7
1,4581,-1
38,4581,4
108,4581,9
160,4581,9
200,4581,6
201,4581,-1
215,4581,8
270,4581,-1
280,4581,6
288,4581,6
294,4581,7
316,4581,-1
317,4581,9
321,4581,8
326,4581,8
373,4581,-1
439,4581,8
460,4581,7
492,4581,6
505,4581,8
1,4744,-1
43,4744,7
53,4744,6
54,4744,-1
130,4744,6
135,4744,5
160,4744,7
210,4744,8
226,4744,8
232,4744,-1
233,4744,10
247,4744,6
248,4744,7
254,4744,10
261,4744,7
270,4744,-1
282,4744,9
308,4744,8
315,4744,8
321,4744,7
359,4744,9
379,4744,-1
392,4744,6
407,4744,-1
431,4744,-1
438,4744,7
446,4744,7
477,4744,-1
504,4744,-1
519,4744,7
523,4744,-1
1,4898,-1
11,4898,6
13,4898,-1
17,4898,7
21,4898,8
22,4898,-1
30,4898,8
35,4898,-1
38,4898,7
40,4898,9
44,4898,8
45,4898,8
46,4898,10
51,4898,8
54,4898,-1
55,4898,8
57,4898,7
61,4898,9
65,4898,7
66,4898,5
68,4898,8
71,4898,10
77,4898,9
81,4898,9
84,4898,10
97,4898,9
98,4898,10
107,4898,10
111,4898,7
120,4898,8
122,4898,9
123,4898,7
126,4898,7
127,4898,7
128,4898,9
133,4898,-1
139,4898,7
141,4898,8
142,4898,7
147,4898,10
149,4898,9
151,4898,-1
158,4898,7
159,4898,7
160,4898,8
168,4898,9
172,4898,-1
173,4898,8
180,4898,10
185,4898,-1
190,4898,9
206,4898,9
211,4898,7
213,4898,10
217,4898,7
219,4898,9
221,4898,-1
225,4898,7
226,4898,6
235,4898,8
239,4898,10
240,4898,-1
243,4898,8
248,4898,7
249,4898,8
258,4898,10
261,4898,8
267,4898,-1
270,4898,-1
271,4898,1
276,4898,4
281,4898,-1
286,4898,10
287,4898,10
292,4898,6
297,4898,10
298,4898,8
307,4898,10
310,4898,-1
311,4898,9
325,4898,8
327,4898,9
331,4898,8
337,4898,9
342,4898,-1
348,4898,-1
352,4898,7
357,4898,7
361,4898,8
365,4898,9
366,4898,-1
370,4898,8
377,4898,10
385,4898,10
387,4898,9
394,4898,-1
396,4898,-1
407,4898,-1
408,4898,10
411,4898,6
412,4898,9
415,4898,8
419,4898,9
420,4898,4
424,4898,9
425,4898,6
426,4898,-1
427,4898,7
428,4898,10
431,4898,-1
435,4898,9
436,4898,8
440,4898,10
446,4898,7
455,4898,7
456,4898,8
458,4898,10
475,4898,8
477,4898,-1
485,4898,7
489,4898,8
490,4898,7
492,4898,7
500,4898,8
502,4898,7
508,4898,10
511,4898,9
512,4898,10
514,4898,8
526,4898,-1
528,4898,9
1,4999,-1
5,4999,5
6,4999,-1
26,4999,-1
38,4999,3
43,4999,-1
54,4999,-1
104,4999,7
130,4999,7
135,4999,5
210,4999,9
226,4999,8
232,4999,-1
246,4999,6
248,4999,8
268,4999,6
270,4999,-1
282,4999,9
288,4999,7
289,4999,-1
294,4999,8
295,4999,7
300,4999,6
303,4999,7
315,4999,8
321,4999,7
379,4999,-1
387,4999,7
392,4999,5
407,4999,-1
421,4999,4
431,4999,-1
446,4999,7
460,4999,8
492,4999,5
511,4999,8
529,4999,7
1,5034,-1
38,5034,6
108,5034,9
160,5034,8
201,5034,-1
215,5034,9
270,5034,-1
280,5034,6
294,5034,7
317,5034,9
321,5034,8
326,5034,7
439,5034,8
460,5034,7
492,5034,6
505,5034,8
1,5277,-1
5,5277,1
38,5277,7
41,5277,10
46,5277,5
54,5277,-1
90,5277,-1
105,5277,7
109,5277,7
122,5277,9
129,5277,8
130,5277,9
189,5277,9
210,5277,9
214,5277,10
226,5277,7
236,5277,8
248,5277,9
256,5277,9
261,5277,8
270,5277,-1
282,5277,10
288,5277,7
294,5277,8
300,5277,7
315,5277,9
317,5277,8
321,5277,7
326,5277,10
342,5277,7
343,5277,9
352,5277,7
359,5277,9
372,5277,-1
373,5277,8
381,5277,-1
393,5277,8
407,5277,-1
421,5277,7
427,5277,7
431,5277,-1
446,5277,8
476,5277,-1
488,5277,5
492,5277,5
497,5277,8
508,5277,10
514,5277,9
518,5277,8
1,5667,-1
5,5667,2
7,5667,7
17,5667,-1
29,5667,3
37,5667,6
40,5667,-1
54,5667,-1
80,5667,7
122,5667,10
146,5667,-1
198,5667,-1
245,5667,6
248,5667,8
252,5667,7
256,5667,10
271,5667,7
294,5667,8
300,5667,8
321,5667,10
326,5667,10
338,5667,-1
342,5667,10
369,5667,9
418,5667,10
421,5667,10
438,5667,8
443,5667,-1
444,5667,7
497,5667,7
505,5667,7
1,5781,-1
23,5781,10
43,5781,9
109,5781,8
166,5781,6
210,5781,10
226,5781,10
256,5781,8
282,5781,9
288,5781,8
315,5781,8
352,5781,9
364,5781,8
372,5781,-1
393,5781,9
418,5781,8
428,5781,7
446,5781,9
460,5781,9
492,5781,4
1,5958,-1
5,5958,2
7,5958,8
14,5958,7
23,5958,9
25,5958,6
29,5958,7
31,5958,6
38,5958,4
41,5958,6
43,5958,9
54,5958,-1
80,5958,9
93,5958,8
97,5958,7
105,5958,5
118,5958,5
122,5958,10
126,5958,7
160,5958,8
188,5958,-1
198,5958,-1
210,5958,10
220,5958,10
222,5958,8
226,5958,8
232,5958,-1
236,5958,7
244,5958,10
248,5958,9
250,5958,7
256,5958,9
259,5958,-1
261,5958,6
270,5958,-1
271,5958,9
285,5958,-1
290,5958,-1
294,5958,8
300,5958,8
317,5958,8
320,5958,7
321,5958,8
326,5958,10
342,5958,-1
354,5958,7
359,5958,9
369,5958,9
370,5958,4
372,5958,-1
379,5958,10
393,5958,9
407,5958,-1
421,5958,8
431,5958,-1
437,5958,-1
446,5958,8
477,5958,-1
478,5958,8
492,5958,7
495,5958,9
497,5958,8
500,5958,7
518,5958,7
519,5958,8
1,6163,-1
35,6163,-1
66,6163,-1
151,6163,-1
160,6163,7
385,6163,8
408,6163,-1
511,6163,6
514,6163,7
1,6205,-1
7,6205,8
20,6205,10
29,6205,5
35,6205,-1
38,6205,4
43,6205,8
46,6205,6
54,6205,-1
66,6205,7
97,6205,7
120,6205,8
122,6205,10
163,6205,7
184,6205,7
187,6205,6
192,6205,-1
198,6205,-1
201,6205,8
210,6205,8
213,6205,10
226,6205,10
248,6205,9
249,6205,6
256,6205,8
261,6205,7
270,6205,-1
308,6205,9
321,6205,5
352,6205,7
359,6205,9
372,6205,-1
379,6205,10
381,6205,-1
398,6205,-1
404,6205,6
407,6205,-1
411,6205,5
431,6205,-1
446,6205,6
461,6205,6
467,6205,-1
495,6205,8
497,6205,7
500,6205,7
501,6205,9
514,6205,8
518,6205,8
1,6324,-1
5,6324,2
27,6324,8
38,6324,5
43,6324,6
46,6324,7
53,6324,7
54,6324,-1
104,6324,8
120,6324,7
129,6324,7
135,6324,6
191,6324,3
201,6324,8
210,6324,8
226,6324,9
232,6324,-1
248,6324,7
256,6324,9
261,6324,7
268,6324,7
270,6324,-1
282,6324,9
285,6324,-1
288,6324,8
289,6324,-1
300,6324,8
315,6324,8
321,6324,7
325,6324,7
326,6324,8
342,6324,-1
359,6324,9
372,6324,-1
379,6324,9
381,6324,-1
407,6324,-1
421,6324,7
427,6324,6
431,6324,9
446,6324,7
460,6324,8
469,6324,7
477,6324,-1
511,6324,5
514,6324,8
519,6324,8
529,6324,6
1,6500,-1
20,6500,10
29,6500,5
41,6500,8
43,6500,6
90,6500,-1
198,6500,-1
210,6500,6
226,6500,7
248,6500,8
261,6500,6
270,6500,-1
294,6500,9
296,6500,-1
297,6500,7
308,6500,9
321,6500,8
342,6500,-1
400,6500,5
407,6500,-1
431,6500,-1
446,6500,6
460,6500,5
488,6500,-1
529,6500,6
1,6547,-1
4,6547,-1
5,6547,3
6,6547,-1
14,6547,9
16,6547,8
17,6547,9
21,6547,9
22,6547,10
24,6547,9
26,6547,-1
27,6547,9
28,6547,10
31,6547,7
35,6547,-1
37,6547,8
38,6547,4
39,6547,10
41,6547,9
43,6547,7
44,6547,9
45,6547,10
47,6547,8
48,6547,9
51,6547,7
52,6547,10
53,6547,10
55,6547,8
61,6547,9
62,6547,8
68,6547,8
69,6547,9
71,6547,10
73,6547,9
77,6547,8
79,6547,10
81,6547,7
93,6547,8
95,6547,8
97,6547,6
98,6547,9
99,6547,6
102,6547,9
104,6547,7
106,6547,10
109,6547,9
110,6547,10
121,6547,9
125,6547,6
126,6547,8
